AnimalID,Age_Days,sex,fertile
A486513,2920,Male,N
A702041,730,Male,N
A701553,90,Female,N
A690472,365,Female,Y
A703784,365,Male,N
A719515,90,Female,N
A713082,4,Male,Y
A714106,365,Male,N
A710196,365,Male,Y
A680372,4,Female,Y
A665406,4,Female,Y
A683440,30,Female,Y
A695223,240,Male,N
A675579,30,Male,Y
A666152,365,Male,N
A684578,365,Female,Y
A675886,2920,Female,N
A700366,1095,Female,N
A701813,365,Male,Y
A706884,730,Male,N
A714032,1825,Female,N
A688494,30,Female,Y
A675033,365,Male,N
A716976,60,Male,N
A688465,365,Male,N
A692416,730,Female,Y
A689889,365,Female,N
A714124,90,Male,Y
A699242,210,Unknown,Unknown
A676661,1095,Female,N
A676755,60,Male,N
A607523,2920,Male,N
A692586,60,Female,N
A655902,1095,Male,N
A693798,30,Male,N
A714379,365,Male,N
A666677,5,Male,Y
A701913,300,Female,N
A657358,1095,Male,N
A671487,1460,Female,N
A697188,2190,Male,N
A698441,365,Male,N
A708538,365,Unknown,Unknown
A701460,730,Female,N
A648630,1095,Male,N
A699307,2,Unknown,Unknown
A664271,1,Female,Y
A695425,730,Female,N
A711894,730,Female,N
A650999,2190,Female,N
A676201,300,Male,Y
A655398,270,Male,N
A665970,730,Male,N
A718400,60,Female,Y
A687358,90,Female,N
A683051,1825,Female,N
A666401,3285,Male,N
A668301,1095,Female,N
A662277,90,Male,N
A704249,1095,Male,N
A705133,30,Female,Y
A699755,1095,Male,N
A715193,365,Male,N
A693518,3650,Male,N
A701509,365,Male,Y
A692941,1095,Female,N
A706245,2,Female,Y
A706181,365,Female,N
A710424,60,Female,N
A700622,150,Male,N
A705077,2,Female,Y
A688308,150,Male,Y
A362103,4380,Male,N
A706578,60,Male,N
A427782,3285,Male,N
A709477,30,Female,Y
A701995,3285,Female,N
A663983,365,Female,Y
A715489,365,Female,Y
A691239,300,Male,N
A669960,1095,Female,Y
A713752,365,Female,N
A673444,150,Female,N
A718993,365,Female,N
A698756,330,Male,Y
A682365,300,Female,N
A680940,365,Unknown,Unknown
A690862,730,Male,N
A689046,180,Unknown,Unknown
A706880,150,Male,N
A531379,2920,Male,N
A717466,180,Female,N
A664668,60,Female,N
A679467,730,Female,N
A670795,120,Female,Y
A666120,300,Male,N
A680233,2,Male,Y
A691517,3,Female,Y
A710127,2,Female,Y
A715683,730,Male,N
A663968,120,Female,N
A691516,3,Male,Y
A683248,365,Male,N
A691700,60,Female,Y
A608475,1095,Male,N
A684066,30,Male,Y
A706058,90,Male,N
A704690,60,Male,N
A710681,365,Unknown,Unknown
A700248,1095,Female,N
A675635,730,Female,N
A714665,365,Male,N
A718363,300,Female,N
A698437,1825,Male,N
A703960,3,Unknown,Unknown
A685493,60,Male,N
A713422,2920,Male,N
A713481,730,Female,N
A703181,365,Female,N
A713138,365,Female,N
A710543,2190,Male,N
A692843,730,Female,N
A678519,90,Female,N
A701750,60,Female,N
A711887,1,Unknown,Unknown
A715764,3650,Male,N
A674368,1460,Male,N
A705717,120,Male,N
A669896,730,Male,N
A615152,1095,Female,N
A668000,180,Male,Y
A705027,730,Female,N
A678283,4380,Female,N
A688808,30,Male,Y
A667633,180,Female,Y
A713008,730,Male,Y
A704016,3,Unknown,Unknown
A665498,1095,Female,N
A702134,4745,Female,N
A718992,365,Male,N
A666337,1460,Male,N
A667397,365,Female,N
A681137,1,Unknown,Unknown
A664711,1825,Female,Y
A699110,60,Female,N
A666248,30,Female,Y
A688025,1825,Male,N
A666442,1460,Female,N
A681627,730,Male,Y
A675223,1460,Female,Y
A692024,60,Male,N
A710258,30,Male,N
A712222,1825,Male,N
A698665,1460,Female,N
A705108,60,Female,N
A680919,60,Male,Y
A671565,210,Female,N
A718273,730,Female,N
A672157,90,Male,N
A679845,1095,Male,N
A713355,4745,Female,N
A677282,60,Male,N
A694541,365,Female,N
A686152,3285,Female,N
A678286,30,Female,N
A684766,365,Male,N
A671819,1825,Female,N
A664138,1095,Male,N
A661068,2555,Male,N
A695129,730,Male,Y
A641781,1095,Female,N
A713293,365,Male,N
A704813,1825,Male,Y
A689064,30,Female,Y
A708116,150,Male,N
A683735,4,Female,Y
A680808,60,Male,N
A634925,1095,Female,N
A686610,730,Male,N
A713404,365,Male,Y
A719158,730,Male,N
A694967,1460,Female,N
A691564,365,Female,N
A690356,365,Male,N
A443497,3285,Female,N
A691724,365,Female,N
A679030,1095,Male,Y
A681772,365,Female,N
A681359,4,Female,Y
A679836,730,Female,Y
A695972,365,Female,N
A715990,1095,Male,Y
A678557,90,Female,N
A680162,365,Female,N
A678840,1,Female,Y
A714651,60,Male,Y
A709312,150,Female,N
A621530,1460,Male,N
A689774,60,Male,N
A714078,180,Female,N
A714190,3,Unknown,Unknown
A664346,2,Male,Y
A676713,1460,Female,N
A705607,60,Male,N
A706967,1095,Male,N
A696412,240,Male,N
A701094,120,Male,Y
A679969,60,Male,N
A695280,730,Female,N
A670744,4745,Female,N
A694730,1095,Male,N
A715583,2190,Female,N
A708902,730,Female,N
A668452,210,Male,N
A667308,730,Female,N
A692209,1095,Female,N
A688103,2,Unknown,Unknown
A664444,60,Male,N
A689465,1095,Female,N
A720376,730,Female,Y
A701463,180,Male,N
A674236,3650,Female,Y
A656318,365,Male,N
A717895,730,Female,Y
A651130,730,Male,N
A684684,60,Female,N
A716789,730,Female,N
A699697,1095,Female,N
A688748,3,Female,Y
A667843,730,Male,N
A674423,60,Male,N
A666094,1460,Female,N
A678666,60,Male,N
A718253,60,Female,N
A712468,3,Unknown,Unknown
A689039,365,Male,N
A695370,365,Female,N
A694139,1825,Male,N
A681416,60,Female,N
A663388,1095,Male,N
A702544,365,Female,N
A698983,270,Female,Y
A712292,365,Female,N
A690953,730,Male,N
A664565,2,Male,Y
A696391,365,Male,N
A686878,4,Male,Y
A686232,180,Female,Y
A695397,1095,Female,N
A704493,30,Male,Y
A714624,90,Male,N
A674571,60,Female,N
A715012,210,Male,Y
A694217,180,Male,N
A672821,60,Male,N
A684367,120,Female,N
A556804,4015,Female,N
A683875,4,Male,Y
A701305,365,Female,Y
A674023,365,Female,N
A659036,2190,Male,N
A707164,90,Female,N
A705283,365,Male,Y
A664281,730,Male,Y
A705687,2555,Male,N
A703916,365,Female,N
A685141,365,Female,Y
A640790,730,Female,N
A669579,730,Female,N
A714041,120,Female,N
A709317,3,Female,Y
A714705,2,Male,Y
A701336,365,Female,Y
A720557,1460,Female,N
A680288,1460,Male,Y
A719215,90,Female,N
A677046,730,Male,Y
A712757,60,Female,N
A708836,90,Male,N
A693346,365,Male,N
A664428,365,Female,Y
A702554,60,Female,N
A704559,1,Unknown,Unknown
A719011,180,Female,N
A690934,3,Male,Y
A683209,365,Female,N
A714707,365,Male,N
A680985,60,Female,N
A702945,2,Unknown,Unknown
A703793,30,Male,Y
A719466,1095,Male,N
A683153,730,Female,Y
A673530,1460,Female,N
A688996,730,Male,N
A684870,3,Male,Y
A672155,90,Male,N
A713047,90,Female,N
A674800,180,Female,Y
A711683,60,Male,N
A693381,2920,Female,N
A693240,2190,Male,N
A670195,730,Female,Y
A697914,4,Unknown,Unknown
A704724,1,Unknown,Unknown
A678986,1460,Female,Y
A665685,730,Female,Y
A695637,30,Male,N
A717911,60,Female,N
A704668,3,Unknown,Unknown
A710795,3285,Female,N
A674157,270,Male,N
A673245,1095,Female,N
A685314,1460,Female,N
A663693,90,Male,N
A704191,1095,Male,N
A677549,3,Male,Y
A690672,90,Male,Y
A713254,150,Male,N
A663921,365,Female,N
A682673,1095,Male,Y
A676558,3,Female,Y
A706542,1095,Female,N
A708968,365,Female,N
A684348,30,Female,Y
A690452,180,Male,N
A698771,90,Female,N
A690732,2555,Male,N
A697217,1095,Male,Y
A685629,365,Male,N
A700106,365,Male,N
A691223,90,Male,Y
A669943,240,Male,N
A697609,1460,Male,N
A710737,3650,Male,Y
A708631,120,Female,Y
A702953,60,Female,N
A689909,120,Male,N
A697015,365,Male,N
A717881,60,Female,Y
A670972,4015,Male,N
A702979,60,Male,N
A699111,60,Male,N
A704180,270,Male,N
A694448,3,Male,Y
A718484,1825,Male,N
A680739,730,Male,N
A677163,730,Male,N
A625782,1825,Female,N
A693561,210,Female,Y
A648775,365,Female,N
A666790,60,Male,N
A697639,365,Female,N
A711696,1095,Male,Y
A677036,330,Male,N
A698511,1095,Male,Y
A691793,1460,Male,N
A585692,1825,Female,N
A680242,730,Male,Y
A681351,120,Female,Y
A675362,60,Male,Y
A680006,30,Male,Y
A676013,3285,Male,N
A704996,30,Female,Y
A670637,365,Unknown,Unknown
A680143,2,Male,Y
A687738,730,Female,N
A710322,2555,Female,N
A687496,3,Unknown,Unknown
A684655,60,Female,Y
A695574,1095,Female,Y
A662489,150,Female,N
A676623,60,Male,N
A699973,180,Female,N
A694931,2555,Female,N
A701653,730,Female,N
A688022,240,Male,Y
A664068,90,Female,N
A688136,1460,Female,N
A669723,300,Female,N
A678021,2,Male,Y
A666518,90,Female,N
A666328,60,Female,N
A621641,730,Female,N
A672987,3,Female,Y
A695433,365,Male,Y
A717159,365,Male,N
A700815,730,Male,Y
A686398,30,Male,Y
A689342,365,Male,N
A710024,60,Male,N
A720701,-99,Male,Y
A515347,5110,Male,N
A709416,1095,Male,N
A713264,210,Male,Y
A677301,1460,Male,Y
A663841,1825,Female,N
A677481,4,Male,Y
A693174,90,Female,N
A690384,2,Male,Y
A698961,730,Male,N
A682447,90,Female,Y
A668474,730,Female,Y
A699902,1095,Male,N
A687870,730,Male,N
A668441,210,Female,Y
A672599,180,Female,N
A689813,4380,Female,N
A671743,60,Male,Y
A682592,60,Female,N
A704830,90,Male,N
A717331,120,Male,N
A664184,4,Male,Y
A702447,30,Female,Y
A678128,90,Female,N
A720526,30,Female,N
A692404,1825,Female,Y
A710166,365,Female,N
A702494,2555,Male,N
A718102,180,Male,N
A710027,60,Male,N
A686372,365,Female,N
A678470,210,Male,Y
A664378,730,Male,Y
A716840,365,Male,N
A694195,365,Male,N
A689097,60,Female,N
A687721,60,Female,N
A683436,1825,Female,N
A701911,150,Female,N
A699653,365,Female,N
A712602,365,Male,N
A707097,365,Female,N
A706609,60,Male,Y
A632706,1095,Female,N
A713119,1,Female,Y
A718971,4745,Male,N
A705830,730,Male,Y
A687916,730,Male,N
A712617,4380,Female,N
A675363,60,Male,Y
A689974,90,Male,N
A704627,60,Male,N
A682178,2190,Male,N
A705741,2,Female,Y
A708389,180,Female,N
A697600,60,Female,Y
A698644,240,Female,N
A712354,365,Male,N
A702302,730,Female,N
A684030,60,Male,N
A693863,300,Male,N
A634147,1095,Female,N
A689553,730,Male,N
A718291,365,Male,N
A657903,300,Male,N
A705636,180,Unknown,Unknown
A681162,2,Female,Y
A698626,4380,Male,N
A669403,60,Female,Y
A714321,30,Female,Y
A692152,2920,Male,N
A687036,1460,Female,N
A692020,210,Female,Y
A699517,730,Male,N
A684408,120,Male,N
A692836,60,Male,N
A704666,3,Unknown,Unknown
A704623,730,Male,N
A711054,60,Female,N
A570239,2190,Male,N
A678047,1825,Female,N
A710518,730,Male,N
A695258,365,Male,Y
A694178,120,Male,N
A710470,730,Female,N
A665560,365,Male,N
A694406,1460,Female,Y
A684681,1,Female,Y
A719499,90,Female,N
A664659,365,Female,N
A673581,270,Female,N
A698601,730,Unknown,Unknown
A679665,30,Female,N
A681145,4015,Male,N
A698312,330,Male,N
A715361,60,Male,N
A714224,2190,Female,N
A717054,730,Male,N
A673602,365,Male,Y
A703799,120,Female,N
A608937,1095,Female,N
A681796,730,Female,Y
A705579,90,Male,N
A703165,90,Female,N
A706461,730,Male,N
A699554,730,Male,Y
A704592,730,Female,N
A703482,730,Female,N
A677048,180,Unknown,Unknown
A663987,300,Female,N
A692468,1095,Male,N
A687302,1095,Male,N
A683077,60,Male,Y
A700995,730,Male,N
A690004,365,Male,Y
A664069,60,Male,N
A694073,365,Female,N
A691465,365,Female,N
A688208,30,Male,Y
A694346,60,Male,N
A683548,2920,Male,N
A719880,365,Male,N
A714040,730,Female,N
A684975,2190,Male,Y
A701236,365,Male,Y
A696682,730,Female,N
A699901,730,Female,N
A707508,730,Male,N
A680182,30,Male,Y
A686899,60,Male,N
A662863,2920,Female,N
A672241,330,Male,N
A691692,1460,Female,N
A693751,730,Male,Y
A684426,730,Female,N
A679650,30,Female,Y
A703426,120,Male,N
A671374,150,Male,Y
A713700,365,Female,Y
A650908,365,Female,N
A669060,730,Male,N
A686639,4745,Female,N
A674126,365,Male,N
A708148,730,Male,N
A664921,150,Female,N
A667383,60,Male,N
A674047,60,Male,N
A666894,60,Male,N
A687460,365,Male,N
A677908,210,Female,N
A687558,60,Male,Y
A668416,730,Male,N
A714864,90,Male,N
A711005,365,Female,N
A679200,365,Female,N
A719633,365,Male,N
A673174,2190,Female,Y
A629737,1095,Female,N
A668737,365,Male,N
A709136,90,Male,N
A709588,3285,Male,N
A702662,60,Female,N
A712630,730,Male,N
A716510,730,Female,N
A312005,4745,Male,N
A685543,60,Male,N
A684341,4,Female,Y
A607134,1825,Male,N
A671649,365,Male,N
A656477,1460,Male,N
A689697,270,Male,N
A673654,365,Female,N
A699945,730,Female,N
A696035,120,Male,Y
A690165,1095,Male,N
A697790,30,Female,N
A718442,1095,Male,N
A708859,1095,Female,N
A683870,60,Female,N
A707698,365,Female,Y
A707562,60,Male,Y
A677321,2920,Male,Y
A670171,2190,Male,N
A706079,1,Male,Y
A718096,730,Male,N
A468026,2555,Female,N
A703070,1460,Male,Y
A709677,365,Female,N
A672150,180,Female,N
A704782,60,Male,N
A682303,90,Female,N
A703461,365,Male,Y
A677785,2190,Female,N
A681060,90,Female,Y
A687000,365,Male,N
A689094,3,Male,Y
A663436,730,Female,N
A702619,365,Male,N
A678060,90,Female,N
A683765,1095,Female,N
A705884,60,Female,Y
A668341,90,Female,Y
A706213,150,Male,N
A666977,90,Male,N
A678120,60,Male,N
A669549,730,Male,N
A696586,365,Male,N
A665218,180,Female,Y
A683656,90,Male,N
A676663,1095,Male,N
A685643,90,Female,N
A676777,730,Female,N
A689959,1460,Female,N
A668961,120,Male,N
A666551,120,Female,N
A699999,60,Male,N
A711385,210,Male,N
A676445,730,Male,Y
A693049,210,Female,N
A710874,30,Male,Y
A666099,3285,Female,N
A714005,60,Female,N
A719978,60,Female,N
A688934,365,Male,Y
A685253,2,Male,Y
A686140,300,Female,N
A620531,1460,Male,N
A669874,730,Female,N
A688031,365,Male,Y
A713051,1,Unknown,Unknown
A715025,365,Male,N
A716063,365,Male,N
A675430,1460,Female,N
A706658,2190,Male,N
A670253,330,Male,N
A694672,730,Female,N
A702701,730,Female,N
A687698,365,Male,N
A705471,730,Male,N
A697352,270,Male,N
A717103,120,Male,N
A672256,2190,Female,N
A691251,1095,Female,N
A696862,1095,Female,N
A676438,1,Female,Y
A679498,1825,Male,N
A689232,30,Female,N
A659951,180,Female,N
A687502,120,Unknown,Unknown
A670751,365,Male,N
A670611,1825,Female,N
A708739,30,Female,Y
A670980,180,Male,Y
A716369,60,Male,N
A684156,180,Male,N
A686303,330,Male,N
A683465,3,Male,Y
A665625,365,Male,N
A689635,120,Female,Y
A666264,60,Female,Y
A714421,730,Female,Y
A711065,1460,Male,N
A704968,4,Unknown,Unknown
A719668,120,Female,Y
A709507,365,Female,N
A710526,2,Unknown,Unknown
A717757,365,Female,Y
A682759,90,Male,Y
A686576,730,Female,N
A570181,1825,Female,N
A710521,90,Male,Y
A695818,60,Female,N
A704768,365,Female,N
A700883,30,Male,Y
A713853,30,Female,Y
A694312,2,Female,Y
A672327,4745,Female,N
A682628,1095,Male,N
A712853,60,Male,N
A675469,365,Unknown,Unknown
A690047,365,Male,N
A668522,2190,Female,N
A678801,60,Male,N
A695005,365,Female,N
A707462,150,Female,N
A664522,365,Female,N
A671749,365,Female,Y
A712398,90,Female,N
A690194,30,Female,Y
A700235,2,Male,Y
A677872,60,Female,N
A706074,300,Unknown,Unknown
A717778,90,Male,N
A696597,730,Unknown,Unknown
A711081,1095,Male,Y
A717115,270,Male,N
A717772,60,Female,N
A689682,365,Male,N
A711549,730,Female,N
A684019,1460,Male,N
A673329,60,Female,N
A668342,60,Male,N
A713529,120,Male,Y
A689175,1095,Female,N
A700658,365,Female,N
A710375,730,Female,Y
A689648,60,Male,N
A666701,1095,Male,N
A710941,60,Female,N
A689562,60,Male,N
A689617,60,Male,N
A687861,1095,Female,N
A714226,2555,Male,Y
A710749,150,Male,Y
A714273,1095,Female,N
A705031,60,Male,N
A692339,730,Female,N
A704827,365,Female,N
A674243,365,Female,N
A672756,90,Male,N
A686173,3,Female,Y
A707917,180,Female,N
A703782,365,Male,N
A710132,730,Female,N
A715287,330,Female,N
A702580,90,Male,N
A680314,60,Female,N
A710337,730,Male,N
A693389,365,Female,N
A684541,30,Male,Y
A703266,3,Unknown,Unknown
A677296,2555,Female,N
A710377,60,Female,N
A684446,365,Female,Y
A688080,365,Male,N
A673851,365,Female,N
A666784,60,Female,N
A660903,365,Female,N
A704004,3285,Male,N
A700484,365,Female,N
A681968,30,Female,N
A645673,1825,Female,Y
A679072,1095,Male,N
A665440,1460,Male,N
A709512,3,Male,Y
A719090,4380,Female,N
A714186,120,Male,N
A716808,90,Female,Y
A714587,1460,Male,N
A713446,365,Female,N
A693198,365,Male,N
A685969,30,Female,Y
A711398,1460,Male,N
A680999,90,Female,N
A664904,2190,Male,N
A667095,365,Female,N
A703974,365,Female,N
A718578,2190,Female,N
A701770,3,Unknown,Unknown
A680253,330,Female,Y
A641317,1095,Female,N
A685694,210,Female,N
A683586,4380,Female,Y
A673618,3650,Female,N
A718985,1095,Male,N
A677470,4,Female,Y
A711039,3,Male,Y
A665361,60,Male,Y
A704577,3650,Female,N
A671492,1460,Male,N
A694386,1460,Male,N
A679716,60,Male,N
A671578,730,Male,N
A681801,60,Male,N
A680951,210,Male,N
A686582,730,Female,Y
A684168,1,Female,Y
A694807,365,Male,N
A657492,1460,Female,Y
A707885,365,Male,N
A717858,730,Female,N
A689902,60,Female,N
A712035,730,Female,N
A715688,60,Female,N
A562621,4015,Male,Y
A665843,120,Male,N
A584553,1095,Male,N
A675127,365,Female,Y
A664502,60,Male,N
A693653,730,Male,N
A681033,2920,Female,N
A689585,730,Male,N
A679433,365,Female,N
A712132,330,Male,N
A682063,30,Male,Y
A670257,4745,Male,N
A709249,1460,Female,N
A696565,730,Female,Y
A707063,2920,Male,N
A693156,1460,Male,N
A675667,1825,Female,N
A690698,240,Female,Y
A678742,3,Male,Y
A673128,730,Female,N
A696959,730,Unknown,Unknown
A705681,3,Female,Y
A687214,365,Female,N
A684454,60,Female,N
A707681,60,Male,N
A687245,2,Female,Y
A701175,2,Unknown,Unknown
A673363,60,Male,N
A679596,1095,Female,N
A677190,730,Male,N
A683214,365,Female,N
A715689,120,Male,N
A702221,4,Female,Y
A706598,3650,Male,N
A674390,3650,Male,N
A697731,60,Male,N
A706994,365,Male,N
A681400,30,Male,Y
A710956,1825,Male,N
A712055,730,Female,N
A661112,365,Female,N
A706111,4,Female,Y
A701875,365,Unknown,Unknown
A711776,730,Male,N
A673068,730,Female,N
A665569,120,Female,Y
A708060,30,Female,Y
A692408,1825,Female,N
A695042,2190,Male,N
A687915,365,Male,N
A676175,1460,Male,N
A676150,30,Male,Y
A670116,1095,Female,N
A713191,150,Female,N
A678609,90,Male,N
A665800,90,Female,N
A678743,3,Female,Y
A719137,60,Male,N
A711519,730,Male,Y
A677456,330,Female,N
A707921,1095,Male,Y
A685607,2,Female,Y
A671872,2190,Female,N
A667596,365,Female,N
A689321,365,Male,Y
A680072,30,Female,Y
A686525,1,Female,Y
A693534,30,Male,N
A674371,730,Male,N
A702181,30,Female,N
A664150,730,Female,N
A710355,6,Unknown,Unknown
A679894,90,Female,N
A720439,1095,Female,N
A672156,90,Male,N
A664149,365,Male,N
A720046,1095,Female,N
A695942,1460,Male,N
A620599,1095,Female,N
A309829,4745,Male,Y
A674490,330,Female,N
A666883,730,Female,N
A669537,730,Female,N
A709503,150,Female,Y
A636828,730,Male,Y
A679668,365,Male,N
A670652,365,Male,N
A702640,60,Female,N
A689842,90,Female,N
A687749,90,Male,N
A692477,3285,Male,N
A700130,60,Male,N
A675129,730,Female,N
A678562,1095,Female,Y
A664115,4380,Male,Y
A684110,4,Female,Y
A675938,3,Female,Y
A706159,365,Female,Y
A673391,4745,Male,Y
A680713,60,Female,N
A672121,730,Male,N
A718439,365,Female,N
A551642,1825,Female,N
A661691,2920,Female,N
A694142,730,Male,N
A677029,1095,Male,N
A673886,730,Unknown,Unknown
A687795,730,Male,N
A677375,1460,Female,N
A703837,60,Female,N
A691922,2920,Male,N
A704817,365,Male,Y
A679261,1095,Male,N
A690852,30,Male,Y
A703441,60,Female,Y
A705589,365,Male,N
A690023,120,Female,N
A715478,60,Male,N
A703116,730,Male,N
A669490,1095,Female,N
A695580,210,Male,N
A665152,4,Female,Y
A664298,30,Male,Y
A703552,1095,Female,N
A681338,365,Male,N
A706960,1095,Female,N
A705938,210,Female,N
A685123,60,Female,N
A694342,60,Male,Y
A715596,365,Female,N
A686742,3,Female,Y
A680170,1460,Female,N
A625381,365,Male,N
A703481,730,Female,N
A718084,120,Female,N
A700353,5,Unknown,Unknown
A720278,120,Female,N
A567323,2555,Female,N
A717177,1,Unknown,Unknown
A704589,60,Male,N
A430501,4015,Female,N
A706073,730,Female,N
A679203,1,Female,Y
A718135,2555,Male,N
A688034,3285,Male,N
A679834,60,Female,N
A684501,1460,Male,N
A701474,1095,Male,N
A715757,90,Female,N
A675492,60,Female,N
A700715,180,Female,Y
A665174,730,Male,N
A716697,60,Female,N
A679981,1095,Female,N
A677194,1095,Female,N
A700023,365,Female,N
A666180,90,Male,N
A708292,60,Male,N
A704035,365,Female,Y
A691818,150,Female,N
A682177,1460,Female,N
A664223,1460,Male,N
A681219,1095,Female,N
A638475,1095,Female,N
A705909,60,Female,N
A678565,60,Male,N
A695108,300,Male,N
A658786,330,Female,N
A681918,730,Female,N
A687084,1095,Male,N
A663856,1460,Female,N
A698214,1095,Male,N
A672009,365,Female,N
A676389,365,Female,N
A676531,90,Male,N
A673830,730,Male,N
A677704,1,Male,Y
A641238,2190,Female,N
A714465,60,Female,N
A697461,1095,Female,N
A711191,3285,Male,N
A717995,90,Female,N
A715792,240,Male,Y
A710415,1,Unknown,Unknown
A708763,30,Male,Y
A591059,1460,Female,N
A718988,330,Male,N
A712048,90,Female,Y
A704856,730,Male,N
A707198,120,Male,N
A701228,365,Male,N
A696515,2555,Female,N
A684840,60,Female,N
A667015,180,Male,N
A664991,2920,Male,N
A680891,365,Female,N
A664382,180,Female,N
A529766,2555,Male,N
A679777,60,Male,N
A718649,120,Female,N
A704087,180,Male,N
A683638,30,Male,Y
A674780,365,Female,Y
A707372,365,Male,Y
A686098,120,Male,N
A525768,2190,Female,N
A707804,60,Male,N
A570436,5110,Male,N
A691973,60,Female,N
A716917,60,Female,Y
A715091,365,Female,Y
A710025,60,Male,N
A707326,60,Female,Y
A689093,3,Female,Y
A688135,60,Female,N
A689440,60,Female,N
A716529,3,Female,Y
A682655,2190,Female,Y
A700536,730,Male,Y
A706465,730,Male,N
A695161,3650,Male,N
A673804,730,Female,N
A681001,3650,Female,Y
A707637,2,Male,Y
A691668,2190,Male,Y
A690019,90,Female,N
A689467,1460,Male,N
A681325,2,Female,Y
A680574,1095,Male,N
A718622,730,Male,Y
A712827,730,Male,N
A703060,1095,Female,Y
A699686,2920,Female,N
A718605,1825,Female,N
A720498,730,Male,N
A675120,365,Female,Y
A714622,1825,Male,N
A650409,1095,Female,N
A676383,1825,Male,N
A679222,1460,Female,Y
A683194,60,Male,N
A672979,730,Male,N
A702528,1095,Male,N
A694978,240,Unknown,Unknown
A688622,3,Male,Y
A707449,60,Male,N
A673025,2190,Male,N
A712072,270,Male,N
A710327,90,Male,N
A712064,180,Unknown,Unknown
A699116,365,Male,N
A688506,365,Male,N
A668371,150,Female,Y
A689354,150,Female,N
A718095,730,Female,N
A675172,60,Male,N
A717703,2920,Male,N
A705285,60,Female,N
A687810,90,Female,Y
A716262,240,Female,N
A701614,30,Female,Y
A703069,60,Male,N
A687655,60,Male,Y
