"AnimalID","Life_Stage"
"A718313","adult"
"A669974","teenage"
"A679126","infant"
"A683139","infant"
"A704595","baby"
"A686737","baby"
"A696478","baby"
"A690229","teenage"
"A706106","teenage"
"A710873","infant"
"A695978","adult"
"A684756","adult"
"A667130","baby"
"A691152","baby"
"A667846","baby"
"A705818","baby"
"A713937","teenage"
"A688599","infant"
"A701149","baby"
"A668348","infant"
"A682740","infant"
"A646733","teenage"
"A710178","baby"
"A703254","adult"
"A678090","infant"
"A696025","teenage"
"A713466","senior"
"A704207","infant"
"A715283","baby"
"A715528","baby"
"A708905","baby"
"A676544","teenage"
"A692381","infant"
"A695686","baby"
"A713419","baby"
"A673888","adult"
"A676117","teenage"
"A675370","teenage"
"A686410","teenage"
"A684972","baby"
"A680995","infant"
"A686794","baby"
"A691691","baby"
"A686208","senior"
"A704764","teenage"
"A649920","teenage"
"A704984","baby"
"A708055","baby"
"A690846","baby"
"A545642","adult"
"A717062","teenage"
"A691872","baby"
"A705349","baby"
"A671084","baby"
"A714460","baby"
"A668552","teenage"
"A587278","adult"
"A522952","senior"
"A710313","infant"
"A716847","infant"
"A673881","baby"
"A681062","teenage"
"A668180","senior"
"A695140","teenage"
"A701507","teenage"
"A676077","senior"
"A681593","infant"
"A683747","infant"
"A711552","adult"
"A667770","baby"
"A678733","infant"
"A714817","infant"
"A586581","adult"
"A627950","senior"
"A702829","infant"
"A665425","baby"
"A692187","senior"
"A703920","infant"
"A604708","adult"
"A713488","teenage"
"A639939","adult"
"A706934","adult"
"A704259","baby"
"A674615","baby"
"A716563","teenage"
"A672470","baby"
"A681685","baby"
"A680232","infant"
"A705568","senior"
"A711253","senior"
"A666875","infant"
"A700799","baby"
"A687411","baby"
"A703437","teenage"
"A675634","teenage"
"A705223","infant"
"A704735","baby"
"A703755","teenage"
"A688627","infant"
"A718904","baby"
"A709673","geriatric"
"A679273","baby"
"A690462","baby"
"A706066","infant"
"A688267","baby"
"A714046","teenage"
"A676671","baby"
"A678175","infant"
"A623883","adult"
"A715492","baby"
"A711069","senior"
"A711477","baby"
"A709593","infant"
"A664306","baby"
"A692153","baby"
"A709878","baby"
"A694020","baby"
"A704447","baby"
"A666312","baby"
"A704293","teenage"
"A677444","baby"
"A713154","baby"
"A691381","adult"
"A679073","teenage"
"A682323","infant"
"A698479","baby"
"A685893","baby"
"A714067","geriatric"
"A701643","baby"
"A700988","infant"
"A620900","adult"
"A696523","baby"
"A716989","adult"
"A685264","baby"
"A669595","infant"
"A713599","senior"
"A669270","baby"
"A699100","teenage"
"A573460","senior"
"A702129","baby"
"A694433","baby"
"A676202","senior"
"A646430","adult"
"A677963","baby"
"A688430","adult"
"A684453","teenage"
"A703255","teenage"
"A699783","baby"
"A711682","baby"
"A712717","adult"
"A684834","baby"
"A677089","baby"
"A676816","baby"
"A673269","baby"
"A658605","baby"
"A681360","infant"
"A695253","adult"
"A668386","baby"
"A704791","baby"
"A684671","teenage"
"A705599","baby"
"A719870","senior"
"A702486","teenage"
"A682972","infant"
"A702894","teenage"
"A695436","baby"
"A475944","adult"
"A687529","teenage"
"A713242","baby"
"A700611","infant"
"A712944","baby"
"A718462","adult"
"A700897","baby"
"A707695","infant"
"A712529","baby"
"A683058","teenage"
"A664621","baby"
"A613650","adult"
"A688525","teenage"
"A667262","teenage"
"A680194","teenage"
"A682799","teenage"
"A709678","baby"
"A689016","teenage"
"A690932","baby"
"A712852","baby"
"A713766","baby"
"A673348","baby"
"A667851","baby"
"A697377","baby"
"A564751","adult"
"A640583","adult"
"A693386","teenage"
"A704549","infant"
"A685979","senior"
"A680326","baby"
"A713399","baby"
"A712479","adult"
"A690669","infant"
"A704348","baby"
"A696970","baby"
"A668051","baby"
"A715551","baby"
"A669547","baby"
"A704190","teenage"
"A652488","adult"
"A702657","baby"
"A572004","adult"
"A642547","adult"
"A679522","baby"
"A692891","baby"
"A638414","baby"
"A693720","baby"
"A704372","teenage"
"A699336","baby"
"A710799","baby"
"A719257","baby"
"A692490","baby"
"A689084","infant"
"A712186","baby"
"A702942","baby"
"A693865","adult"
"A710514","senior"
"A668779","adult"
"A708541","baby"
"A634273","adult"
"A703617","baby"
"A706026","baby"
"A695706","teenage"
"A705162","infant"
"A683691","baby"
"A688263","teenage"
"A712293","baby"
"A698021","baby"
"A714588","teenage"
"A677941","infant"
"A705931","senior"
"A717421","baby"
"A674193","adult"
"A700061","adult"
"A680725","senior"
"A711204","baby"
"A628470","teenage"
"A695044","baby"
"A708826","baby"
"A684576","teenage"
"A712507","adult"
"A678848","infant"
"A715994","geriatric"
"A665697","baby"
"A719705","teenage"
"A717235","teenage"
"A702352","infant"
"A720341","teenage"
"A689977","baby"
"A706866","senior"
"A676033","teenage"
"A679108","baby"
"A694388","adult"
"A701715","infant"
"A707327","baby"
"A696946","adult"
"A659917","teenage"
"A430500","senior"
"A713507","baby"
"A669880","senior"
"A715640","baby"
"A682182","infant"
"A691277","baby"
"A714974","baby"
"A386276","senior"
"A660040","baby"
"A687538","baby"
"A677013","baby"
"A661906","teenage"
"A719286","baby"
"A685998","baby"
"A683468","baby"
"A642023","teenage"
"A678433","teenage"
"A686437","baby"
"A698812","adult"
"A701192","teenage"
"A666385","baby"
"A683958","baby"
"A709374","baby"
"A680998","baby"
"A704443","teenage"
"A672839","baby"
"A675803","infant"
"A700826","teenage"
"A714612","baby"
"A662806","baby"
"A705947","senior"
"A718412","baby"
"A686524","infant"
"A678079","baby"
"A716550","infant"
"A682442","baby"
"A717868","baby"
"A706921","teenage"
"A704218","infant"
"A695953","baby"
"A703563","baby"
"A683949","infant"
"A679683","teenage"
"A713891","baby"
"A679629","baby"
"A669606","baby"
"A676920","baby"
"A707622","infant"
"A687683","infant"
"A694644","teenage"
"A680760","teenage"
"A683097","infant"
"A691297","baby"
"A711747","baby"
"A719731","baby"
"A695718","baby"
"A671927","baby"
"A669240","adult"
"A717996","teenage"
"A681677","teenage"
"A686936","infant"
"A688108","baby"
"A701989","baby"
"A716195","baby"
"A703599","infant"
"A691217","baby"
"A677196","baby"
"A708190","baby"
"A715374","baby"
"A695839","adult"
"A708840","baby"
"A678077","baby"
"A675580","infant"
"A679781","infant"
"A694611","teenage"
"A573107","adult"
"A704457","baby"
"A687560","teenage"
"A710699","adult"
"A714495","baby"
"A680415","baby"
"A717078","teenage"
"A705403","baby"
"A701155","baby"
"A717850","teenage"
"A665039","baby"
"A668316","geriatric"
"A698357","senior"
"A693144","teenage"
"A708381","infant"
"A716593","baby"
"A714142","baby"
"A702635","infant"
"A688509","adult"
"A694402","teenage"
"A688757","baby"
"A702399","baby"
"A701886","baby"
"A668668","baby"
"A662024","baby"
"A706013","teenage"
"A697362","teenage"
"A671623","senior"
"A704566","baby"
"A717953","baby"
"A693253","baby"
"A609635","adult"
"A685192","baby"
"A670524","baby"
"A698401","teenage"
"A687393","baby"
"A698746","baby"
"A699178","baby"
"A704347","baby"
"A687161","baby"
"A655298","senior"
"A677637","teenage"
"A709335","baby"
"A704022","infant"
"A706022","baby"
"A550921","senior"
"A705121","baby"
"A718853","baby"
"A666111","baby"
"A664494","adult"
"A671049","adult"
"A709955","baby"
"A718048","baby"
"A703486","adult"
"A684404","adult"
"A683422","baby"
"A672802","infant"
"A600617","senior"
"A705898","baby"
"A516260","senior"
"A679606","infant"
"A663083","teenage"
"A682574","infant"
"A687130","infant"
"A659616","baby"
"A699503","teenage"
"A708075","baby"
"A703872","infant"
"A713151","baby"
"A696655","senior"
"A705315","senior"
"A714256","infant"
"A710745","baby"
"A710758","teenage"
"A704954","teenage"
"A666668","teenage"
"A672805","baby"
"A665100","senior"
"A667331","baby"
"A670409","baby"
"A671529","baby"
"A690258","adult"
"A705037","teenage"
"A671220","baby"
"A676886","baby"
"A714918","baby"
"A690736","infant"
"A693510","adult"
"A695242","baby"
"A694785","baby"
"A676141","baby"
"A686260","baby"
"A672321","teenage"
"A677669","infant"
"A684081","adult"
"A449752","senior"
"A555557","senior"
"A706560","baby"
"A681633","baby"
"A676008","baby"
"A678404","infant"
"A670582","adult"
"A705775","teenage"
"A711133","baby"
"A694443","baby"
"A697126","teenage"
"A702137","baby"
"A701113","infant"
"A683234","baby"
"A672068","teenage"
"A670208","baby"
"A700788","teenage"
"A710292","baby"
"A672745","teenage"
"A668125","teenage"
"A680996","baby"
"A687803","baby"
"A671507","baby"
"A710933","teenage"
"A717594","adult"
"A708619","baby"
"A689262","baby"
"A683423","baby"
"A693557","baby"
"A669929","adult"
"A679078","baby"
"A709242","infant"
"A696927","teenage"
"A668202","baby"
"A690459","baby"
"A671108","teenage"
"A681764","infant"
"A689333","baby"
"A691972","baby"
"A715357","baby"
"A710764","adult"
"A687761","baby"
"A708156","teenage"
"A668086","teenage"
"A698116","infant"
"A675067","senior"
"A713280","baby"
"A676964","adult"
"A710581","infant"
"A709076","infant"
"A676261","teenage"
"A664917","adult"
"A695343","baby"
"A704512","baby"
"A700452","infant"
"A715615","baby"
"A702452","baby"
"A695234","baby"
"A675989","baby"
"A697143","adult"
"A708954","adult"
"A669007","baby"
"A669985","baby"
"A689155","senior"
"A695157","teenage"
"A686168","teenage"
"A706769","baby"
"A682726","baby"
"A693677","baby"
"A716373","baby"
"A702799","baby"
"A707362","baby"
"A682425","baby"
"A683890","teenage"
"A683156","teenage"
"A670603","baby"
"A667302","adult"
"A669065","adult"
"A705856","adult"
"A686307","baby"
"A703431","baby"
"A682474","infant"
"A666852","baby"
"A571230","senior"
"A698073","baby"
"A694728","adult"
"A716111","baby"
"A690254","teenage"
"A661544","teenage"
"A688618","teenage"
"A719576","baby"
"A669375","teenage"
"A713076","baby"
"A707406","teenage"
"A530134","adult"
"A693004","baby"
"A679671","infant"
"A675193","adult"
"A706115","senior"
"A681961","baby"
"A670770","teenage"
"A678353","baby"
"A672243","baby"
"A671100","baby"
"A696625","adult"
"A679093","adult"
"A702491","teenage"
"A717943","baby"
"A674685","baby"
"A683855","baby"
"A701083","baby"
"A680323","teenage"
"A675641","teenage"
"A719331","baby"
"A680958","teenage"
"A677606","senior"
"A684157","baby"
"A695304","baby"
"A696683","teenage"
"A631379","teenage"
"A706340","baby"
"A675119","infant"
"A719444","baby"
"A712062","baby"
"A662463","teenage"
"A671382","baby"
"A695897","infant"
"A684697","baby"
"A609638","adult"
"A664979","senior"
"A689488","adult"
"A718726","adult"
"A606516","adult"
"A716929","baby"
"A694431","teenage"
"A683412","baby"
"A670948","baby"
"A687386","teenage"
"A687866","teenage"
"A687199","baby"
"A681933","baby"
"A676589","teenage"
"A680500","baby"
"A705203","teenage"
"A679487","baby"
"A701008","baby"
"A703303","adult"
"A682983","senior"
"A668535","baby"
"A715743","adult"
"A703665","baby"
"A717298","baby"
"A708514","baby"
"A712393","teenage"
"A720636","infant"
"A700174","adult"
"A644391","adult"
"A611152","adult"
"A706547","infant"
"A583757","senior"
"A684632","adult"
"A570974","adult"
"A690625","baby"
"A712014","infant"
"A655710","teenage"
"A717464","baby"
"A687909","infant"
"A675759","adult"
"A702993","teenage"
"A611496","senior"
"A697195","baby"
"A684553","baby"
"A681708","infant"
"A683844","baby"
"A670361","baby"
"A670480","baby"
"A688415","infant"
"A714014","baby"
"A681204","baby"
"A706763","baby"
"A681270","teenage"
"A686996","infant"
"A666014","infant"
"A601488","teenage"
"A673524","infant"
"A666316","baby"
"A663910","baby"
"A688132","baby"
"A688660","baby"
"A691216","senior"
"A642415","geriatric"
"A717699","senior"
"A673467","baby"
"A685457","baby"
"A546346","adult"
"A689484","baby"
"A682126","infant"
"A670829","teenage"
"A692959","baby"
"A716829","baby"
"A691552","adult"
"A687071","baby"
"A617845","teenage"
"A703351","teenage"
"A697660","adult"
"A664932","teenage"
"A699396","baby"
"A698024","teenage"
"A700290","teenage"
"A688089","infant"
"A692875","infant"
"A610067","senior"
"A664515","baby"
"A716515","baby"
"A704682","teenage"
"A666809","baby"
"A664611","baby"
"A683247","infant"
"A709952","baby"
"A717148","teenage"
"A691405","teenage"
"A697835","baby"
"A683856","adult"
"A677572","baby"
"A693285","baby"
"A683200","baby"
"A716036","baby"
"A681543","infant"
"A668275","baby"
"A691995","teenage"
"A699243","baby"
"A711860","baby"
"A667159","baby"
"A716255","teenage"
"A673365","teenage"
"A696844","teenage"
"A666018","teenage"
"A684196","teenage"
"A666496","baby"
"A671559","baby"
"A683445","infant"
"A705880","baby"
"A694717","teenage"
"A711161","baby"
"A702171","baby"
"A681698","infant"
"A706521","infant"
"A709443","baby"
"A704959","baby"
"A700139","infant"
"A668365","teenage"
"A667523","teenage"
"A704339","infant"
"A687004","teenage"
"A693844","baby"
"A714262","teenage"
"A671870","baby"
"A709018","baby"
"A664051","baby"
"A693821","senior"
"A702914","baby"
"A704079","infant"
"A572590","adult"
"A667269","teenage"
"A668289","baby"
"A679513","infant"
"A667054","geriatric"
"A715319","baby"
"A693857","senior"
"A665210","baby"
"A676793","teenage"
"A668318","teenage"
"A700403","teenage"
"A691127","adult"
"A642859","senior"
"A702450","baby"
"A716099","baby"
"A667532","teenage"
"A693922","geriatric"
"A711563","teenage"
"A694905","teenage"
"A718974","teenage"
"A705982","baby"
"A616456","teenage"
"A708756","baby"
"A709193","baby"
"A642867","teenage"
"A709280","baby"
"A712751","infant"
"A670357","baby"
"A711114","baby"
"A689102","teenage"
"A685366","teenage"
"A690567","infant"
"A663158","adult"
"A695302","adult"
"A697722","teenage"
"A681707","infant"
"A675910","adult"
"A682230","baby"
"A430368","adult"
"A671997","baby"
"A590957","adult"
"A695771","baby"
"A674191","baby"
"A714075","teenage"
"A691383","teenage"
"A683624","teenage"
"A719128","teenage"
"A667474","teenage"
"A669292","baby"
"A710381","infant"
"A714784","infant"
"A697967","baby"
"A680480","baby"
"A691294","baby"
"A712807","baby"
"A671562","teenage"
"A673727","infant"
"A665869","baby"
"A679673","infant"
"A678289","infant"
"A687434","baby"
"A690710","adult"
"A712328","senior"
"A714886","baby"
"A714977","infant"
"A704358","teenage"
"A711817","baby"
"A549167","adult"
"A661676","adult"
"A712744","baby"
"A702160","infant"
"A711841","baby"
"A694513","baby"
"A707113","baby"
"A714721","infant"
"A680385","teenage"
"A709299","infant"
"A685975","adult"
"A709656","baby"
"A683306","baby"
"A701397","baby"
"A668392","baby"
"A629363","senior"
"A711713","infant"
"A691453","adult"
"A686625","infant"
"A673059","infant"
"A707897","baby"
"A682950","adult"
"A673635","baby"
"A684069","infant"
"A703762","baby"
"A684451","baby"
"A718133","geriatric"
"A651000","senior"
"A681459","teenage"
"A695475","teenage"
"A666622","baby"
"A698874","baby"
"A708141","teenage"
"A708070","infant"
"A700566","baby"
"A684874","baby"
"A711594","baby"
"A690483","baby"
"A698789","baby"
"A667452","teenage"
"A665342","baby"
"A690269","baby"
"A666473","teenage"
"A689794","teenage"
"A681505","baby"
"A667195","adult"
"A691207","teenage"
"A691280","baby"
"A693188","baby"
"A656387","teenage"
"A671596","baby"
"A681190","adult"
"A690431","baby"
"A666895","baby"
"A695919","teenage"
"A711741","adult"
"A717558","baby"
"A674650","infant"
"A670897","teenage"
"A674007","baby"
"A715134","baby"
"A718683","baby"
"A702819","infant"
"A707651","teenage"
"A667970","baby"
"A711905","baby"
"A704993","infant"
"A699469","baby"
"A690387","baby"
"A665225","baby"
"A671027","teenage"
"A694956","baby"
"A691749","baby"
"A714816","infant"
"A704297","infant"
"A685575","baby"
"A706200","baby"
"A707817","baby"
"A709694","baby"
"A701319","teenage"
"A714196","adult"
"A700388","teenage"
"A701530","teenage"
"A699342","teenage"
"A668607","teenage"
"A694647","baby"
"A708049","baby"
"A709372","senior"
"A694872","senior"
"A673972","senior"
"A669482","adult"
"A708388","baby"
"A678315","senior"
"A715323","teenage"
"A666423","teenage"
"A669054","baby"
"A669181","baby"
"A684079","baby"
"A627376","adult"
"A668503","teenage"
"A667008","baby"
"A720854","adult"
"A681246","baby"
"A667329","baby"
"A654782","baby"
"A699834","teenage"
"A705611","baby"
"A678314","teenage"
"A713406","infant"
"A700364","baby"
"A664742","adult"
"A701395","baby"
"A672192","baby"
"A677338","infant"
"A669135","infant"
"A688881","baby"
"A693670","baby"
"A692883","baby"
"A689496","senior"
"A692132","baby"
"A678590","baby"
"A701742","senior"
"A714320","teenage"
"A704121","teenage"
"A658625","senior"
"A536757","senior"
"A684436","baby"
"A703541","baby"
"A676549","baby"
"A690041","baby"
"A656767","teenage"
"A685624","teenage"
"A710335","infant"
"A616126","teenage"
"A627576","teenage"
"A705306","baby"
"A618687","senior"
"A667591","baby"
"A720186","senior"
"A712904","infant"
"A680852","baby"
"A697877","senior"
"A682017","baby"
"A688761","infant"
"A684161","baby"
"A701368","teenage"
"A715202","teenage"
"A691471","teenage"
"A712862","adult"
"A684570","baby"
"A705260","teenage"
"A652198","teenage"
"A664169","teenage"
"A671199","baby"
"A664071","baby"
"A659352","baby"
"A715857","teenage"
"A715736","baby"
"A709539","adult"
"A652104","teenage"
"A671067","baby"
"A702693","infant"
"A693687","baby"
"A564774","adult"
"A685699","senior"
"A675619","teenage"
"A696544","teenage"
"A719753","baby"
"A672529","baby"
"A671673","teenage"
"A668596","infant"
"A694104","adult"
"A703208","infant"
"A690225","senior"
"A685599","baby"
"A663764","teenage"
"A719677","teenage"
"A715244","senior"
"A688142","baby"
"A674899","baby"
"A691990","baby"
"A709092","baby"
"A709872","baby"
"A681905","baby"
"A670487","adult"
"A685685","adult"
"A706411","baby"
"A564102","adult"
"A711429","teenage"
"A694307","infant"
"A664158","infant"
"A695173","senior"
"A690090","baby"
"A690905","baby"
"A690030","baby"
